matrix_size,exponent,field_size,computation_time_ns
16,1000000,1048576,8411000
75,1000000,1048576,885957700
278,1000000,1048576,45386921100
307,1000000,1048576,61193492800
225,1000000,1048576,23978520400
145,1000000,1048576,6373310900
137,1000000,1048576,5432980000
261,1000000,1048576,37592471100
293,1000000,1048576,53174259100
50,1000000,1048576,251106300
74,1000000,1048576,832327400
174,1000000,1048576,11110506000
249,1000000,1048576,32588004100
292,1000000,1048576,53046398600
203,1000000,1048576,17649595700
107,1000000,1048576,2545994300
67,1000000,1048576,621385600
247,1000000,1048576,31787267900
182,1000000,1048576,12715021300
168,1000000,1048576,9960573500
202,1000000,1048576,17341027000
72,1000000,1048576,772955500
165,1000000,1048576,9457618800
48,1000000,1048576,219687800
274,1000000,1048576,43727385400
173,1000000,1048576,10866436900
282,1000000,1048576,47395629000
190,1000000,1048576,14424875900
112,1000000,1048576,2949914800
222,1000000,1048576,23093336600
212,1000000,1048576,20103145900
91,1000000,1048576,1566165900
181,1000000,1048576,12492402300
51,1000000,1048576,266341000
219,1000000,1048576,22171680000
154,1000000,1048576,7663365000
145,1000000,1048576,6386646900
300,1000000,1048576,57079103300
140,1000000,1048576,5762448500
250,1000000,1048576,32916323100
90,1000000,1048576,1517005300
280,1000000,1048576,46330239300
32,1000000,1048576,60690100
218,1000000,1048576,21844138600
212,1000000,1048576,20053313600
54,1000000,1048576,318127700
153,1000000,1048576,7496968000
155,1000000,1048576,7809322400
178,1000000,1048576,11887975500
304,1000000,1048576,59488294700
252,1000000,1048576,33771903200
66,1000000,1048576,596898600
198,1000000,1048576,16367899200
215,1000000,1048576,20946745100
48,1000000,1048576,220465100
123,1000000,1048576,3889879600
76,1000000,1048576,910408200
288,1000000,1048576,50458142400
81,1000000,1048576,1098969700
60,1000000,1048576,442902300
161,1000000,1048576,8784644000
57,1000000,1048576,375841100
173,1000000,1048576,10937003900
241,1000000,1048576,29506852100
112,1000000,1048576,2929011000
104,1000000,1048576,2367830000
237,1000000,1048576,28088285700
60,1000000,1048576,441388000
254,1000000,1048576,34630062900
95,1000000,1048576,1806632000
304,1000000,1048576,59418994900
95,1000000,1048576,1784504700
279,1000000,1048576,45865724000
82,1000000,1048576,1135154400
272,1000000,1048576,42450491300
119,1000000,1048576,3544249900
174,1000000,1048576,11110323100
232,1000000,1048576,26316342900
171,1000000,1048576,10535616500
303,1000000,1048576,58785893900
163,1000000,1048576,9085974000
249,1000000,1048576,32574668300
40,1000000,1048576,123995800
312,1000000,1048576,64112022100
24,1000000,1048576,26343700
137,1000000,1048576,5411556100
188,1000000,1048576,13978786400
157,1000000,1048576,8168453100
140,1000000,1048576,5747269300
28,1000000,1048576,42164200
162,1000000,1048576,8922121900
28,1000000,1048576,41750500
79,1000000,1048576,1025737300
310,1000000,1048576,62984545500
78,1000000,1048576,984285800
234,1000000,1048576,27001666100
304,1000000,1048576,59390100000
37,1000000,1048576,95845700
233,1000000,1048576,26667871700
223,1000000,1048576,23410903000
48,1000000,1048576,219107500
47,1000000,1048576,203513600
83,1000000,1048576,1193442900
279,1000000,1048576,45925624200
71,1000000,1048576,741294900
178,1000000,1048576,11921452000
186,1000000,1048576,13547823100
302,1000000,1048576,58229597900
97,1000000,1048576,1917598300
215,1000000,1048576,20960558800
12,1000000,1048576,3355400
96,1000000,1048576,1857154000
146,1000000,1048576,6533289500
254,1000000,1048576,34641710300
49,1000000,1048576,236338200
174,1000000,1048576,11072299700
130,1000000,1048576,4618347800
241,1000000,1048576,29487976400
56,1000000,1048576,353474900
239,1000000,1048576,28813235800
99,1000000,1048576,2037528800
126,1000000,1048576,4211620600
246,1000000,1048576,31387983100
59,1000000,1048576,421257300
74,1000000,1048576,842978700
233,1000000,1048576,26690535100
107,1000000,1048576,2569961200
111,1000000,1048576,2855219400
29,1000000,1048576,46890200
161,1000000,1048576,8794506100
19,1000000,1048576,13378100
310,1000000,1048576,62996350900
149,1000000,1048576,6954375100
112,1000000,1048576,2932645800
175,1000000,1048576,11317088700
251,1000000,1048576,33424270500
255,1000000,1048576,35010468700
116,1000000,1048576,3277947100
39,1000000,1048576,114916800
221,1000000,1048576,22790379800
288,1000000,1048576,50457776100
296,1000000,1048576,54870710200
91,1000000,1048576,1574718900
124,1000000,1048576,3993965400
145,1000000,1048576,6419920900
115,1000000,1048576,3163272100
190,1000000,1048576,14489544600
283,1000000,1048576,47861597700
288,1000000,1048576,50443749700
258,1000000,1048576,36289631000
159,1000000,1048576,8499063900
257,1000000,1048576,35783494500
258,1000000,1048576,36295440400
289,1000000,1048576,51039495600
138,1000000,1048576,5507470100
70,1000000,1048576,707780200
316,1000000,1048576,66693643200
281,1000000,1048576,46951978800
22,1000000,1048576,20454300
34,1000000,1048576,74872200
283,1000000,1048576,47911865900
89,1000000,1048576,1485113000
50,1000000,1048576,248519800
281,1000000,1048576,46876615100
308,1000000,1048576,61918370500
231,1000000,1048576,26017690900
162,1000000,1048576,8979228700
184,1000000,1048576,13135296400
162,1000000,1048576,8943503600
247,1000000,1048576,31905508700
269,1000000,1048576,41137615200
15,1000000,1048576,6675200
179,1000000,1048576,12089096800
287,1000000,1048576,50025485800
162,1000000,1048576,8934988400
172,1000000,1048576,10742254900
49,1000000,1048576,233050800
152,1000000,1048576,7382978500
301,1000000,1048576,57897587300
251,1000000,1048576,33461197800
289,1000000,1048576,51003209300
140,1000000,1048576,5773049700
170,1000000,1048576,10331775700
135,1000000,1048576,5184917700
37,1000000,1048576,97998100
69,1000000,1048576,676983100
41,1000000,1048576,135382500
176,1000000,1048576,11506063500
155,1000000,1048576,7853493700
69,1000000,1048576,681378700
320,1000000,1048576,69273814300
213,1000000,1048576,20380896900
314,1000000,1048576,65485632100
194,1000000,1048576,15378869600
239,1000000,1048576,28841158600
244,1000000,1048576,30657376900
238,1000000,1048576,28477548200
23,1000000,1048576,23275700
24,1000000,1048576,26152200
63,1000000,1048576,514502300
77,1000000,1048576,947324600
271,1000000,1048576,42015405800
50,1000000,1048576,252250700
225,1000000,1048576,24058315900
259,1000000,1048576,36712995000
118,1000000,1048576,3435519600
20,1000000,1048576,15519200
277,1000000,1048576,44993677800
151,1000000,1048576,7242905000
34,1000000,1048576,74577200
36,1000000,1048576,87828200
55,1000000,1048576,335324000
286,1000000,1048576,49401313400
182,1000000,1048576,12756196300
94,1000000,1048576,1740203200
248,1000000,1048576,32203949700
250,1000000,1048576,32970456900
257,1000000,1048576,35899539100
203,1000000,1048576,17639977600
34,1000000,1048576,73734300
131,1000000,1048576,4711626700
203,1000000,1048576,17629908400
202,1000000,1048576,17416430400
203,1000000,1048576,17722244600
192,1000000,1048576,14965118200
82,1000000,1048576,1143350800
251,1000000,1048576,33509578200
134,1000000,1048576,5061729700
80,1000000,1048576,1059959300
216,1000000,1048576,21324379200
60,1000000,1048576,440270400
164,1000000,1048576,9279510600
173,1000000,1048576,10944242100
102,1000000,1048576,2215775000
37,1000000,1048576,96620600
296,1000000,1048576,55469084200
85,1000000,1048576,1278780300
194,1000000,1048576,15385236000
196,1000000,1048576,15861747500
245,1000000,1048576,31052087300
29,1000000,1048576,46960400
261,1000000,1048576,37496811200
105,1000000,1048576,2411763700
256,1000000,1048576,35351289500
246,1000000,1048576,31375725700
56,1000000,1048576,355582500
232,1000000,1048576,26311858900
24,1000000,1048576,26379400
119,1000000,1048576,3519097400
98,1000000,1048576,1963099900
166,1000000,1048576,9637180000
116,1000000,1048576,3253895000
131,1000000,1048576,4699976000
77,1000000,1048576,946883100
148,1000000,1048576,6788650900
149,1000000,1048576,6961720800
79,1000000,1048576,1018585300
251,1000000,1048576,33302104100
105,1000000,1048576,2429506500
235,1000000,1048576,27324231200
279,1000000,1048576,45924793200
308,1000000,1048576,61763690400
188,1000000,1048576,13989254400
184,1000000,1048576,13152891500
82,1000000,1048576,1140491900
265,1000000,1048576,39370911700
246,1000000,1048576,31683780500
98,1000000,1048576,1970711400
313,1000000,1048576,65035510900
128,1000000,1048576,4413310500
250,1000000,1048576,33119159600
309,1000000,1048576,62681428700
263,1000000,1048576,38500101700
63,1000000,1048576,515585300
294,1000000,1048576,53844392600
249,1000000,1048576,32631037500
182,1000000,1048576,12736210800
118,1000000,1048576,3433259000
200,1000000,1048576,16877842300
279,1000000,1048576,46056561200
72,1000000,1048576,781644100
244,1000000,1048576,30693595200
299,1000000,1048576,56800814500
38,1000000,1048576,105642700
182,1000000,1048576,12712096000
104,1000000,1048576,2348818400
264,1000000,1048576,38903066400
64,1000000,1048576,538309100
254,1000000,1048576,34729941200
153,1000000,1048576,7532369100
139,1000000,1048576,5629225700
215,1000000,1048576,20996430300
112,1000000,1048576,2929620500
275,1000000,1048576,44105901300
292,1000000,1048576,52720085400
59,1000000,1048576,415996100
102,1000000,1048576,2226930600
279,1000000,1048576,46165981400
211,1000000,1048576,19861436900
41,1000000,1048576,133138000
145,1000000,1048576,6388097500
193,1000000,1048576,15163932000
202,1000000,1048576,17392811700
166,1000000,1048576,9653132200
262,1000000,1048576,38091877400
284,1000000,1048576,48455422000
315,1000000,1048576,66276090800
123,1000000,1048576,3907976900
196,1000000,1048576,15855759700
116,1000000,1048576,3280368500
114,1000000,1048576,3092084900
163,1000000,1048576,9151926600
45,1000000,1048576,177884400
257,1000000,1048576,35800806600
46,1000000,1048576,194596000
264,1000000,1048576,38896068400
213,1000000,1048576,20459229200
218,1000000,1048576,21930750200
267,1000000,1048576,40230297400
40,1000000,1048576,122932500
152,1000000,1048576,7392255300
55,1000000,1048576,337677000
120,1000000,1048576,3607783300
128,1000000,1048576,4411522200
257,1000000,1048576,35975970000
96,1000000,1048576,1856051400
13,1000000,1048576,4258700
243,1000000,1048576,30400437800
239,1000000,1048576,28835444900
17,1000000,1048576,9695700
262,1000000,1048576,38102603500
176,1000000,1048576,11532512300
176,1000000,1048576,11566153200
183,1000000,1048576,13027425600
268,1000000,1048576,41182401000
307,1000000,1048576,61763122200
171,1000000,1048576,10548611600
207,1000000,1048576,19166261600
316,1000000,1048576,67223071100
95,1000000,1048576,1786339300
44,1000000,1048576,168244300
212,1000000,1048576,20091749200
169,1000000,1048576,10179096400
46,1000000,1048576,195879700
261,1000000,1048576,37581253100
291,1000000,1048576,52854350600
239,1000000,1048576,29242883400
320,1000000,1048576,69610715400
152,1000000,1048576,7373166600
59,1000000,1048576,420777300
169,1000000,1048576,10165181900
272,1000000,1048576,42593088200
106,1000000,1048576,2485525400
200,1000000,1048576,16888303700
234,1000000,1048576,27038775300
131,1000000,1048576,4710545600
153,1000000,1048576,7539529700
116,1000000,1048576,3265348900
194,1000000,1048576,15379069700
291,1000000,1048576,52325501300
87,1000000,1048576,1388254500
184,1000000,1048576,13168933700
272,1000000,1048576,42593642100
67,1000000,1048576,618985300
98,1000000,1048576,1984028700
263,1000000,1048576,38722647500
47,1000000,1048576,206708800
163,1000000,1048576,9157211600
225,1000000,1048576,24079726700
179,1000000,1048576,12162409000
11,1000000,1048576,2599700
199,1000000,1048576,16633435700
284,1000000,1048576,48520367800
273,1000000,1048576,43099279700
91,1000000,1048576,1570012900
65,1000000,1048576,561488800
46,1000000,1048576,190676100
151,1000000,1048576,7260144200
114,1000000,1048576,3087871600
163,1000000,1048576,9100962300
115,1000000,1048576,3188870200
155,1000000,1048576,7842605900
294,1000000,1048576,53819621800
274,1000000,1048576,43637863800
73,1000000,1048576,802426600
135,1000000,1048576,5180328400
123,1000000,1048576,3910500500
203,1000000,1048576,17663104000
18,1000000,1048576,11176800
189,1000000,1048576,14218986700
296,1000000,1048576,54860691900
248,1000000,1048576,32259083000
121,1000000,1048576,3725923800
201,1000000,1048576,17103346800
218,1000000,1048576,21923304600
227,1000000,1048576,24762982300
42,1000000,1048576,144907900
28,1000000,1048576,41491800
244,1000000,1048576,30839938800
137,1000000,1048576,5400757200
51,1000000,1048576,267284400
302,1000000,1048576,58644324800
67,1000000,1048576,619621100
99,1000000,1048576,2022378200
293,1000000,1048576,53233939600
130,1000000,1048576,4609407100
249,1000000,1048576,32675034700
309,1000000,1048576,62587024400
312,1000000,1048576,64387538800
66,1000000,1048576,596364200
215,1000000,1048576,21000793600
271,1000000,1048576,42055491400
183,1000000,1048576,12931453400
22,1000000,1048576,20293600
205,1000000,1048576,18218786600
155,1000000,1048576,7828045400
178,1000000,1048576,11883630500
143,1000000,1048576,6129347700
18,1000000,1048576,11303700
127,1000000,1048576,4307986100
273,1000000,1048576,42982007800
87,1000000,1048576,1377034800
85,1000000,1048576,1283139900
223,1000000,1048576,23412094400
39,1000000,1048576,112336300
150,1000000,1048576,7110731300
261,1000000,1048576,37577250400
200,1000000,1048576,16846527900
159,1000000,1048576,8439739700
77,1000000,1048576,948881100
223,1000000,1048576,23483064800
145,1000000,1048576,6407331500
264,1000000,1048576,38936069700
166,1000000,1048576,9651189500
36,1000000,1048576,88813100
143,1000000,1048576,6136487100
104,1000000,1048576,2342864500
21,1000000,1048576,17838200
195,1000000,1048576,15652938700
228,1000000,1048576,25072538200
228,1000000,1048576,25038359900
22,1000000,1048576,20360000
292,1000000,1048576,52697748200
193,1000000,1048576,15172637100
25,1000000,1048576,29642600
78,1000000,1048576,994330300
54,1000000,1048576,315094500
160,1000000,1048576,8606230100
247,1000000,1048576,31853648300
160,1000000,1048576,8609768600
123,1000000,1048576,3891258300
200,1000000,1048576,16872640000
144,1000000,1048576,6264221500
279,1000000,1048576,46029108800
203,1000000,1048576,17624170400
179,1000000,1048576,12087936900
68,1000000,1048576,647736400
66,1000000,1048576,591520600
296,1000000,1048576,54874967800
77,1000000,1048576,951642300
248,1000000,1048576,32176780200
21,1000000,1048576,17719500
119,1000000,1048576,3533881000
167,1000000,1048576,9792678600
294,1000000,1048576,53783193800
115,1000000,1048576,3188852500
37,1000000,1048576,95345600
151,1000000,1048576,7241517300
307,1000000,1048576,61468823400
93,1000000,1048576,1692872600
156,1000000,1048576,8046469900
219,1000000,1048576,22310607200
170,1000000,1048576,10429104600
268,1000000,1048576,40653504800
75,1000000,1048576,875371900
183,1000000,1048576,12956751600
276,1000000,1048576,44561721400
220,1000000,1048576,22499719300
69,1000000,1048576,677204400
131,1000000,1048576,4713045700
252,1000000,1048576,33916360500
298,1000000,1048576,56086456100
309,1000000,1048576,62519009600
175,1000000,1048576,11279603600
267,1000000,1048576,40470752500
313,1000000,1048576,65074908600
223,1000000,1048576,23515263200
311,1000000,1048576,64687081300
33,1000000,1048576,67266000
73,1000000,1048576,802995000
163,1000000,1048576,9144681600
16,1000000,1048576,7840200
304,1000000,1048576,60351586000
121,1000000,1048576,3715912600
150,1000000,1048576,7085642800
180,1000000,1048576,12271787200
116,1000000,1048576,3261467600
11,1000000,1048576,2594300
162,1000000,1048576,9030534800
160,1000000,1048576,8623909800
99,1000000,1048576,2025354000
95,1000000,1048576,1792327100
137,1000000,1048576,5394758200
161,1000000,1048576,8766490200
51,1000000,1048576,273113900
160,1000000,1048576,9117672600
186,1000000,1048576,14286768500
178,1000000,1048576,12158799100
48,1000000,1048576,222932400
226,1000000,1048576,24562196800
76,1000000,1048576,915239500
133,1000000,1048576,4916534400
118,1000000,1048576,3493267900
300,1000000,1048576,58462409600
257,1000000,1048576,36321076700
77,1000000,1048576,947668600
303,1000000,1048576,58948453900
276,1000000,1048576,44497665700
113,1000000,1048576,3016061300
48,1000000,1048576,218346200
64,1000000,1048576,535460100
76,1000000,1048576,907231300
195,1000000,1048576,15697306500
240,1000000,1048576,29337243900
62,1000000,1048576,492546400
281,1000000,1048576,47488880100
290,1000000,1048576,51848260300
191,1000000,1048576,14796922800
24,1000000,1048576,26569700
59,1000000,1048576,421036900
36,1000000,1048576,87892100
45,1000000,1048576,180296000
302,1000000,1048576,58645605100
284,1000000,1048576,48609678800
84,1000000,1048576,1239004300
83,1000000,1048576,1186563600
282,1000000,1048576,47643631400
102,1000000,1048576,2217892700
86,1000000,1048576,1320537500
162,1000000,1048576,8943023400
25,1000000,1048576,29535100
37,1000000,1048576,96985800
237,1000000,1048576,28131322100
52,1000000,1048576,282975600
21,1000000,1048576,17787600
182,1000000,1048576,12729176200
165,1000000,1048576,9440380300
43,1000000,1048576,153222000
210,1000000,1048576,19462116100
194,1000000,1048576,15369935600
240,1000000,1048576,29452898600
239,1000000,1048576,28897591400
49,1000000,1048576,236272500
293,1000000,1048576,53831293200
181,1000000,1048576,12577731600
161,1000000,1048576,8771086800
314,1000000,1048576,66328503300
46,1000000,1048576,193238700
235,1000000,1048576,27830837200
285,1000000,1048576,49540082700
267,1000000,1048576,40379194300
239,1000000,1048576,28948737300
198,1000000,1048576,16423191300
243,1000000,1048576,30679150100
50,1000000,1048576,251605500
77,1000000,1048576,953904000
42,1000000,1048576,145002200
76,1000000,1048576,909890600
250,1000000,1048576,33772973800
290,1000000,1048576,51564626500
78,1000000,1048576,996370200
150,1000000,1048576,7068259500
105,1000000,1048576,2422252500
95,1000000,1048576,1793232700
282,1000000,1048576,47369963200
36,1000000,1048576,89195100
170,1000000,1048576,10326812400
101,1000000,1048576,2164529300
40,1000000,1048576,123608700
241,1000000,1048576,29762873300
50,1000000,1048576,253028500
283,1000000,1048576,47978713200
145,1000000,1048576,6412266800
227,1000000,1048576,24632558700
171,1000000,1048576,10510555500
50,1000000,1048576,248548900
134,1000000,1048576,5078564200
318,1000000,1048576,67895210300
22,1000000,1048576,20430900
24,1000000,1048576,26393300
94,1000000,1048576,1729764100
243,1000000,1048576,30266893600
265,1000000,1048576,39245460700
230,1000000,1048576,25876972200
126,1000000,1048576,4223544000
174,1000000,1048576,11116502100
237,1000000,1048576,28123427900
313,1000000,1048576,64746100000
297,1000000,1048576,55340062700
266,1000000,1048576,39736363600
23,1000000,1048576,23403100
31,1000000,1048576,56389800
105,1000000,1048576,2410591000
172,1000000,1048576,10705152700
247,1000000,1048576,31766649200
64,1000000,1048576,535019600
248,1000000,1048576,32153403400
196,1000000,1048576,15864250600
58,1000000,1048576,391743200
109,1000000,1048576,2699007300
244,1000000,1048576,30669605700
272,1000000,1048576,42426814900
155,1000000,1048576,7811834100
188,1000000,1048576,14014771100
52,1000000,1048576,279641400
163,1000000,1048576,9117320400
296,1000000,1048576,54761353200
46,1000000,1048576,189872700
79,1000000,1048576,1013696300
288,1000000,1048576,50502449300
57,1000000,1048576,377529600
27,1000000,1048576,38115400
210,1000000,1048576,19519160300
248,1000000,1048576,32330859700
164,1000000,1048576,9316708600
213,1000000,1048576,20593910000
159,1000000,1048576,8460341800
165,1000000,1048576,9466307000
159,1000000,1048576,8448624500
288,1000000,1048576,50434282700
107,1000000,1048576,2557256500
55,1000000,1048576,340887300
144,1000000,1048576,6317189900
234,1000000,1048576,27083183900
88,1000000,1048576,1417937400
150,1000000,1048576,7176686900
64,1000000,1048576,540579300
182,1000000,1048576,12828892500
126,1000000,1048576,4247990100
85,1000000,1048576,1276980400
199,1000000,1048576,16680896600
96,1000000,1048576,1850335000
294,1000000,1048576,54228172900
299,1000000,1048576,56562792900
117,1000000,1048576,3353514800
74,1000000,1048576,836698200
170,1000000,1048576,10373632500
170,1000000,1048576,10323433500
260,1000000,1048576,37127816400
224,1000000,1048576,23700205100
158,1000000,1048576,8279121700
125,1000000,1048576,4094005400
272,1000000,1048576,42799940900
144,1000000,1048576,6308810200
301,1000000,1048576,57896957500
261,1000000,1048576,37745559600
260,1000000,1048576,37376712900
63,1000000,1048576,509015400
100,1000000,1048576,2087567500
14,1000000,1048576,5333900
13,1000000,1048576,4293700
42,1000000,1048576,144935700
107,1000000,1048576,2603995500
27,1000000,1048576,37488700
95,1000000,1048576,1791859200
72,1000000,1048576,765953500
185,1000000,1048576,13370602800
39,1000000,1048576,116343300
249,1000000,1048576,32639539400
283,1000000,1048576,47960098700
209,1000000,1048576,19262502400
118,1000000,1048576,3481364100
50,1000000,1048576,247699800
22,1000000,1048576,20467000
278,1000000,1048576,45522123900
178,1000000,1048576,11900727400
274,1000000,1048576,43594417400
148,1000000,1048576,6845736600
151,1000000,1048576,7284991800
105,1000000,1048576,2438999000
160,1000000,1048576,8609660300
38,1000000,1048576,104685200
256,1000000,1048576,35585742100
202,1000000,1048576,17405724500
50,1000000,1048576,250509900
50,1000000,1048576,258115200
301,1000000,1048576,57699113300
286,1000000,1048576,49446932400
185,1000000,1048576,13349290300
141,1000000,1048576,5901257700
230,1000000,1048576,25757914400
255,1000000,1048576,35082887300
141,1000000,1048576,5902512000
120,1000000,1048576,3614798100
234,1000000,1048576,27162977800
275,1000000,1048576,44004159400
41,1000000,1048576,135468600
103,1000000,1048576,2285725400
159,1000000,1048576,8436721400
206,1000000,1048576,18426340500
27,1000000,1048576,37273100
306,1000000,1048576,60594832400
230,1000000,1048576,25691851800
208,1000000,1048576,18939448400
190,1000000,1048576,14421209900
34,1000000,1048576,74041900
294,1000000,1048576,53875893900
173,1000000,1048576,10907364700
272,1000000,1048576,42457570700
297,1000000,1048576,55618394600
254,1000000,1048576,34620865700
177,1000000,1048576,11685322600
272,1000000,1048576,42593226100
256,1000000,1048576,35386282300
153,1000000,1048576,7506524500
76,1000000,1048576,911291700
234,1000000,1048576,27018345200
88,1000000,1048576,1420478200
310,1000000,1048576,63154396800
162,1000000,1048576,8935640800
245,1000000,1048576,31141035000
249,1000000,1048576,32709239300
304,1000000,1048576,59558800200
300,1000000,1048576,57280429800
207,1000000,1048576,18721783300
312,1000000,1048576,64335696900
223,1000000,1048576,23399499400
211,1000000,1048576,19777218800
73,1000000,1048576,794348900
160,1000000,1048576,8587940300
211,1000000,1048576,20176556600
43,1000000,1048576,153885200
246,1000000,1048576,31530137800
69,1000000,1048576,680736500
216,1000000,1048576,21283395100
296,1000000,1048576,55316136400
191,1000000,1048576,14728019300
22,1000000,1048576,20725100
45,1000000,1048576,178452700
180,1000000,1048576,12310906700
78,1000000,1048576,996239500
269,1000000,1048576,41329509400
14,1000000,1048576,5480200
233,1000000,1048576,26793185200
316,1000000,1048576,66826354300
73,1000000,1048576,811227600
21,1000000,1048576,17688600
161,1000000,1048576,8769137900
12,1000000,1048576,3555800
58,1000000,1048576,400609600
29,1000000,1048576,47709100
227,1000000,1048576,25011693900
111,1000000,1048576,2852419200
289,1000000,1048576,51187731600
208,1000000,1048576,18978441700
73,1000000,1048576,807503800
105,1000000,1048576,2413273300
31,1000000,1048576,56903200
194,1000000,1048576,15420960500
30,1000000,1048576,51447100
116,1000000,1048576,3262504100
217,1000000,1048576,21579308100
84,1000000,1048576,1241522500
125,1000000,1048576,4107350100
114,1000000,1048576,3099793900
102,1000000,1048576,2216640600
136,1000000,1048576,5300916300
171,1000000,1048576,10543502900
144,1000000,1048576,6269624800
191,1000000,1048576,14660151200
117,1000000,1048576,3356920600
178,1000000,1048576,11907131200
281,1000000,1048576,47004735500
153,1000000,1048576,7528487300
214,1000000,1048576,20716711900
173,1000000,1048576,11009941200
161,1000000,1048576,8817237500
56,1000000,1048576,357694000
121,1000000,1048576,3724918700
24,1000000,1048576,26447400
63,1000000,1048576,514874500
36,1000000,1048576,90133600
249,1000000,1048576,32659551500
61,1000000,1048576,460173700
144,1000000,1048576,6255712300
198,1000000,1048576,16378581300
120,1000000,1048576,3619143400
152,1000000,1048576,7401922400
317,1000000,1048576,67657263700
62,1000000,1048576,484085500
160,1000000,1048576,8585857500
145,1000000,1048576,6395245000
297,1000000,1048576,56315404100
141,1000000,1048576,6097182400
198,1000000,1048576,16523986500
63,1000000,1048576,511072500
194,1000000,1048576,15596511200
125,1000000,1048576,4117345400
45,1000000,1048576,177994700
16,1000000,1048576,8356600
223,1000000,1048576,23560643500
301,1000000,1048576,57855745900
198,1000000,1048576,16358101500
56,1000000,1048576,350965100
26,1000000,1048576,33569000
218,1000000,1048576,21881915000
60,1000000,1048576,438983900
25,1000000,1048576,30166200
22,1000000,1048576,20565300
72,1000000,1048576,822967300
16,1000000,1048576,8177100
76,1000000,1048576,950195000
21,1000000,1048576,18557900
166,1000000,1048576,9736591300
315,1000000,1048576,66429532400
89,1000000,1048576,1468768900
48,1000000,1048576,248303300
302,1000000,1048576,58694203000
193,1000000,1048576,15174772200
52,1000000,1048576,279825000
275,1000000,1048576,43977441100
272,1000000,1048576,42449741200
257,1000000,1048576,35782394400
318,1000000,1048576,67916130400
92,1000000,1048576,1617081400
270,1000000,1048576,41489505500
198,1000000,1048576,16315176500
29,1000000,1048576,45971400
157,1000000,1048576,8108368700
288,1000000,1048576,50389141600
147,1000000,1048576,6681960400
186,1000000,1048576,13507584900
301,1000000,1048576,57503580600
158,1000000,1048576,8340259800
242,1000000,1048576,30179432000
76,1000000,1048576,917873100
168,1000000,1048576,10107520900
202,1000000,1048576,17644190200
82,1000000,1048576,1164112000
60,1000000,1048576,449214700
143,1000000,1048576,6218331300
43,1000000,1048576,155900300
257,1000000,1048576,36248796900
320,1000000,1048576,70571546800
18,1000000,1048576,11557400
138,1000000,1048576,5854459900
288,1000000,1048576,51258760700
138,1000000,1048576,5528273300
56,1000000,1048576,351557300
211,1000000,1048576,19893410200
110,1000000,1048576,2779324300
263,1000000,1048576,38571416100
299,1000000,1048576,57332753800
72,1000000,1048576,765805900
10,1000000,1048576,1974300
279,1000000,1048576,46379065700
160,1000000,1048576,8625172500
64,1000000,1048576,530614900
169,1000000,1048576,10185258100
